customerID,Churn_Probability,Risk_Category
2684-EIWEO,97.0,High Risk
2753-JMMCV,0.0,Low Risk
6439-GTPCA,6.0,Low Risk
6621-YOBKI,10.0,Low Risk
1216-JWVUX,47.0,Medium Risk
7564-GHCVB,1.0,Low Risk
1173-NOEYG,7.000000000000001,Low Risk
7595-EHCDL,3.0,Low Risk
6647-ZEDXT,1.0,Low Risk
2521-NPUZR,8.0,Low Risk
1307-TVUFB,23.0,Low Risk
7503-MIOGA,0.0,Low Risk
4381-MHQDC,1.0,Low Risk
6923-JHPMP,54.0,Medium Risk
5138-WVKYJ,69.0,High Risk
4018-PPNDW,1.0,Low Risk
1635-FJFCC,50.0,Medium Risk
2499-AJYUA,0.0,Low Risk
6919-ELBGL,0.0,Low Risk
3966-HRMZA,64.0,High Risk
6425-JWTDV,1.0,Low Risk
8405-IGQFX,1.0,Low Risk
8224-IVVPA,3.0,Low Risk
9477-LGWQI,0.0,Low Risk
1410-RSCMR,26.0,Low Risk
3115-CZMZD,2.0,Low Risk
0139-IVFJG,24.0,Low Risk
6683-VLCTZ,99.0,High Risk
5730-DBDSI,1.0,Low Risk
0030-FNXPP,23.0,Low Risk
2189-WWOEW,97.0,High Risk
5684-FJVYR,0.0,Low Risk
4013-GUXND,52.0,Medium Risk
1894-IGFSG,98.0,High Risk
7379-POKDZ,67.0,High Risk
1266-NZYUI,0.0,Low Risk
7969-FFOWG,1.0,Low Risk
4718-DHSMV,35.0,Medium Risk
5175-WLYXL,26.0,Low Risk
7817-OMJNA,4.0,Low Risk
8728-SKJLR,28.999999999999996,Low Risk
3137-NYQQI,3.0,Low Risk
7706-DZNKK,9.0,Low Risk
0236-HFWSV,99.0,High Risk
3900-AQPHZ,28.000000000000004,Low Risk
5842-POCOP,59.0,Medium Risk
2037-XJFUP,98.0,High Risk
8823-RLPWL,0.0,Low Risk
9505-SQFSW,43.0,Medium Risk
7314-OXENN,86.0,High Risk
3758-CKOQL,0.0,Low Risk
0322-CHQRU,62.0,High Risk
5676-CFLYY,0.0,Low Risk
7521-AFHAB,49.0,Medium Risk
0285-INHLN,26.0,Low Risk
4678-DVQEO,77.0,High Risk
5125-CNDSP,0.0,Low Risk
0691-IFBQW,94.0,High Risk
4992-LTJNE,0.0,Low Risk
2202-OUTMO,5.0,Low Risk
0810-BDHAW,2.0,Low Risk
0229-LFJAF,0.0,Low Risk
7131-ZQZNK,0.0,Low Risk
3442-ZHHCC,0.0,Low Risk
5726-CVNYA,3.0,Low Risk
9871-ELEYA,1.0,Low Risk
4257-GAESD,55.00000000000001,Medium Risk
5173-WXOQV,34.0,Medium Risk
2040-OBMLJ,14.000000000000002,Low Risk
6286-ZHAOK,11.0,Low Risk
3807-XHCJH,63.0,High Risk
3009-JWMPU,98.0,High Risk
5671-RQRLP,2.0,Low Risk
1450-GALXR,99.0,High Risk
8859-AXJZP,1.0,Low Risk
3174-AKMAS,1.0,Low Risk
3138-BKYAV,70.0,High Risk
9926-PJHDQ,0.0,Low Risk
7382-DFJTU,10.0,Low Risk
2798-NYLMZ,0.0,Low Risk
4289-DTDKW,100.0,High Risk
1820-TQVEV,91.0,High Risk
2239-JALAW,87.0,High Risk
4853-RULSV,95.0,High Risk
8098-TDCBU,4.0,Low Risk
3551-GAEGL,8.0,Low Risk
4785-NKHCX,24.0,Low Risk
3196-NVXLZ,33.0,Medium Risk
6275-YDUVO,78.0,High Risk
0036-IHMOT,0.0,Low Risk
0115-TFERT,96.0,High Risk
4178-EGMON,0.0,Low Risk
4220-TINQT,0.0,Low Risk
5318-YKDPV,0.0,Low Risk
7975-TZMLR,1.0,Low Risk
0295-QVKPB,25.0,Low Risk
4335-BSMJS,1.0,Low Risk
2311-QYMUQ,95.0,High Risk
3643-AHCFP,86.0,High Risk
9146-JRIOX,14.000000000000002,Low Risk
3104-OWCGK,96.0,High Risk
5337-IIWKZ,5.0,Low Risk
9101-BWFSS,98.0,High Risk
9650-VBUOG,2.0,Low Risk
3487-EARAT,0.0,Low Risk
2672-TGEFF,9.0,Low Risk
9231-ZJYAM,79.0,High Risk
4250-WAROZ,8.0,Low Risk
8184-WMOFI,0.0,Low Risk
6982-SSHFK,47.0,Medium Risk
6092-QZVPP,1.0,Low Risk
4625-LAMOB,1.0,Low Risk
0727-BMPLR,97.0,High Risk
0392-BZIUW,0.0,Low Risk
1038-ZAGBI,8.0,Low Risk
6549-NNDYT,21.0,Low Risk
3027-ZTDHO,99.0,High Risk
0422-OHQHQ,3.0,Low Risk
6916-HIJSE,0.0,Low Risk
2316-ESMLS,5.0,Low Risk
9778-OGKQZ,0.0,Low Risk
7408-OFWXJ,0.0,Low Risk
6007-TCTST,0.0,Low Risk
2252-NKNSI,0.0,Low Risk
8713-IGZSO,24.0,Low Risk
7905-TVXTA,18.0,Low Risk
7695-PKLCZ,0.0,Low Risk
2382-BCKQJ,81.0,High Risk
8374-UULRV,0.0,Low Risk
2207-NHRJK,39.0,Medium Risk
3224-DFQNQ,0.0,Low Risk
5275-PMFUT,0.0,Low Risk
4795-UXVCJ,1.0,Low Risk
9777-IQHWP,0.0,Low Risk
0947-MUGVO,65.0,High Risk
9944-HKVVB,76.0,High Risk
4124-MMETB,98.0,High Risk
3671-SHRSP,68.0,High Risk
0979-MOZQI,0.0,Low Risk
2732-ISEZX,11.0,Low Risk
3313-QKNKB,49.0,Medium Risk
0323-XWWTN,4.0,Low Risk
1937-OTUKY,20.0,Low Risk
1573-LGXBA,0.0,Low Risk
1764-VUUMT,5.0,Low Risk
5073-WXOYN,98.0,High Risk
4713-ZBURT,0.0,Low Risk
3050-GBUSH,67.0,High Risk
0207-MDKNV,53.0,Medium Risk
7876-AEHIG,1.0,Low Risk
7945-HLKEA,1.0,Low Risk
9342-VNIMQ,11.0,Low Risk
9851-KIELU,68.0,High Risk
3523-BRGUW,1.0,Low Risk
3908-BLSYF,70.0,High Risk
3199-NPKCN,0.0,Low Risk
5170-PTRKA,1.0,Low Risk
4661-NJEUX,57.99999999999999,Medium Risk
2123-AGEEN,62.0,High Risk
1258-YMZNM,2.0,Low Risk
0048-LUMLS,1.0,Low Risk
7549-MYGPK,95.0,High Risk
5898-IGSLP,3.0,Low Risk
3804-RVTGV,99.0,High Risk
6259-WJQLC,21.0,Low Risk
9227-LUNBG,61.0,High Risk
7997-EASSD,1.0,Low Risk
0730-KOAVE,2.0,Low Risk
8975-SKGRX,0.0,Low Risk
0678-RLHVP,1.0,Low Risk
4315-MURBD,99.0,High Risk
2267-FPIMA,0.0,Low Risk
1051-GEJLJ,20.0,Low Risk
9734-YWGEX,85.0,High Risk
2719-BDAQO,91.0,High Risk
5285-MVEHD,0.0,Low Risk
0379-DJQHR,0.0,Low Risk
0781-LKXBR,88.0,High Risk
5543-QDCRY,38.0,Medium Risk
0297-RBCSG,7.000000000000001,Low Risk
4694-PHWFW,19.0,Low Risk
0835-JKADZ,0.0,Low Risk
1907-UBQFC,59.0,Medium Risk
7508-SMHXL,33.0,Medium Risk
3865-YIOTT,0.0,Low Risk
5993-BQHEA,3.0,Low Risk
6024-RUGGH,0.0,Low Risk
6513-EECDB,81.0,High Risk
3956-CJUST,28.000000000000004,Low Risk
4079-WWQQQ,0.0,Low Risk
6103-BOCOU,36.0,Medium Risk
5149-TGWDZ,3.0,Low Risk
7471-WNSUF,2.0,Low Risk
8942-DBMHZ,11.0,Low Risk
4301-VVZKA,70.0,High Risk
9199-PWQVC,0.0,Low Risk
4824-GUCBY,8.0,Low Risk
5393-HJZSM,1.0,Low Risk
7074-IEVOJ,89.0,High Risk
9625-QSTYE,98.0,High Risk
0862-PRCBS,0.0,Low Risk
8812-ZRHFP,4.0,Low Risk
5146-CBVOE,19.0,Low Risk
0454-OKRCT,3.0,Low Risk
5787-KXGIY,0.0,Low Risk
4750-ZRXIU,88.0,High Risk
4198-VFOEA,3.0,Low Risk
6630-UJZMY,86.0,High Risk
5709-LVOEQ,2.0,Low Risk
6400-BWQKW,45.0,Medium Risk
2692-AQCPF,0.0,Low Risk
0347-UBKUZ,16.0,Low Risk
0835-DUUIQ,3.0,Low Risk
0811-GSDTP,15.0,Low Risk
7567-ECMCM,25.0,Low Risk
6115-ZTBFQ,0.0,Low Risk
6353-BRMMA,1.0,Low Risk
6680-WKXRZ,78.0,High Risk
6231-WFGFH,22.0,Low Risk
9904-EHEVJ,5.0,Low Risk
7028-DVOIQ,92.0,High Risk
6169-PPETC,1.0,Low Risk
4208-UFFGW,56.00000000000001,Medium Risk
8584-KMVXD,25.0,Low Risk
8467-WYNSR,7.000000000000001,Low Risk
0851-DFJKB,16.0,Low Risk
5382-SOYZL,14.000000000000002,Low Risk
9448-REEVD,56.99999999999999,Medium Risk
3261-CQXOL,0.0,Low Risk
8388-FYNPZ,23.0,Low Risk
4002-BQWPQ,1.0,Low Risk
5651-YLPRD,39.0,Medium Risk
2826-DXLQO,54.0,Medium Risk
4378-BZYFP,2.0,Low Risk
9489-UTFKA,17.0,Low Risk
4849-PYRLQ,0.0,Low Risk
9117-SHLZX,70.0,High Risk
9889-TMAHG,98.0,High Risk
4541-RMRLG,34.0,Medium Risk
7764-BDPEE,14.000000000000002,Low Risk
3429-IFLEM,0.0,Low Risk
3158-MOERK,99.0,High Risk
7294-TMAOP,89.0,High Risk
5002-GCQFH,0.0,Low Risk
0556-FJEGU,0.0,Low Risk
8919-FYFQZ,42.0,Medium Risk
0604-THJFP,0.0,Low Risk
2834-JRTUA,90.0,High Risk
5875-YPQFJ,93.0,High Risk
5879-SESNB,63.0,High Risk
6646-QVXLR,99.0,High Risk
6461-PPAXN,2.0,Low Risk
3318-ISQFQ,13.0,Low Risk
1106-HRLKZ,1.0,Low Risk
2483-XSSMZ,2.0,Low Risk
8603-IJWDN,93.0,High Risk
8165-ZJRNM,0.0,Low Risk
9369-XFEHK,75.0,High Risk
2604-XVDAM,26.0,Low Risk
3717-OFRTN,30.0,Medium Risk
9046-JBFWA,4.0,Low Risk
3280-NMUVX,2.0,Low Risk
1206-EHBDD,2.0,Low Risk
8361-LBRDI,1.0,Low Risk
4883-KCPZJ,2.0,Low Risk
9108-EQPNQ,2.0,Low Risk
7277-KAMWT,1.0,Low Risk
3842-IYKUE,51.0,Medium Risk
6641-XRPSU,57.99999999999999,Medium Risk
1374-DMZUI,99.0,High Risk
2545-LXYVJ,0.0,Low Risk
3234-VKACU,41.0,Medium Risk
8357-EQXFO,80.0,High Risk
1989-PRJHP,68.0,High Risk
8120-JDCAM,60.0,Medium Risk
8917-FAEMR,1.0,Low Risk
7047-YXDMZ,2.0,Low Risk
2858-EIMXH,2.0,Low Risk
9524-EGPJC,60.0,Medium Risk
6993-OHLXR,75.0,High Risk
8818-XYFCQ,94.0,High Risk
6419-ZTTLE,4.0,Low Risk
0929-HYQEW,27.0,Low Risk
6614-YOLAC,0.0,Low Risk
7426-RHZGU,51.0,Medium Risk
4065-JJAVA,42.0,Medium Risk
4695-VADHF,92.0,High Risk
3863-IUBJR,45.0,Medium Risk
7649-SIJJF,0.0,Low Risk
9361-YNQWJ,2.0,Low Risk
3748-FVMZZ,54.0,Medium Risk
9391-TTOYH,9.0,Low Risk
1452-XRSJV,3.0,Low Risk
3422-WJOYD,7.000000000000001,Low Risk
8242-SOQUO,69.0,High Risk
7460-ITWWP,5.0,Low Risk
7147-AYBAA,32.0,Medium Risk
7868-TMWMZ,0.0,Low Risk
4822-RVYBB,92.0,High Risk
6732-FZUGP,1.0,Low Risk
8436-BJUMM,70.0,High Risk
4184-TJFAN,69.0,High Risk
8329-GWVPJ,27.0,Low Risk
1352-VHKAJ,8.0,Low Risk
4145-UQXUQ,70.0,High Risk
2632-TACXW,0.0,Low Risk
8146-QQKZH,0.0,Low Risk
1767-CJKBA,0.0,Low Risk
6445-TNRXS,0.0,Low Risk
4581-LNWUM,28.999999999999996,Low Risk
4869-EPIUS,44.0,Medium Risk
9948-YPTDG,97.0,High Risk
1236-WFCDV,98.0,High Risk
1915-OAKWD,6.0,Low Risk
7296-PIXQY,48.0,Medium Risk
4883-QICIH,56.00000000000001,Medium Risk
3354-OADJP,6.0,Low Risk
3524-WQDSG,1.0,Low Risk
0810-DHDBD,1.0,Low Risk
4026-SKKHW,52.0,Medium Risk
2829-HYVZP,1.0,Low Risk
8329-IBCTI,14.000000000000002,Low Risk
1271-SJBGZ,97.0,High Risk
3845-JHAMY,41.0,Medium Risk
7013-PSXHK,11.0,Low Risk
5669-SRAIP,71.0,High Risk
5981-ITEMU,98.0,High Risk
3486-NPGST,1.0,Low Risk
6941-PMGEP,77.0,High Risk
1624-WOIWJ,97.0,High Risk
2074-GKOWZ,82.0,High Risk
0376-YMCJC,49.0,Medium Risk
6100-FJZDG,2.0,Low Risk
4829-ZLJTK,0.0,Low Risk
1730-VFMWO,9.0,Low Risk
7143-BQIBA,12.0,Low Risk
3800-LYTRK,3.0,Low Risk
0634-SZPQA,91.0,High Risk
9646-NMHXE,1.0,Low Risk
7030-NJVDP,4.0,Low Risk
5536-RTPWK,94.0,High Risk
8883-GRDWQ,6.0,Low Risk
6166-ILMNY,74.0,High Risk
3097-NNSPB,65.0,High Risk
7771-ZONAT,1.0,Low Risk
0655-RBDUG,100.0,High Risk
2111-DWYHN,28.000000000000004,Low Risk
4194-WHFCB,0.0,Low Risk
4121-AGSIN,3.0,Low Risk
4361-BKAXE,98.0,High Risk
9845-PEEKO,3.0,Low Risk
0455-XFASS,74.0,High Risk
0301-KOBTQ,1.0,Low Risk
1751-NCDLI,2.0,Low Risk
4367-NUYAO,3.0,Low Risk
9878-TNQGW,86.0,High Risk
9170-ARBTB,2.0,Low Risk
4441-NIHPT,98.0,High Risk
8999-BOHSE,98.0,High Risk
7241-AJHFS,6.0,Low Risk
7029-RPUAV,93.0,High Risk
4546-FOKWR,62.0,High Risk
9036-CSKBW,11.0,Low Risk
5832-TRLPB,1.0,Low Risk
8590-YFFQO,0.0,Low Risk
8659-IOOPU,0.0,Low Risk
1338-CECEE,2.0,Low Risk
7439-DKZTW,93.0,High Risk
4646-QZXTF,31.0,Medium Risk
4607-CHPCA,79.0,High Risk
9742-XOKTS,0.0,Low Risk
6921-OZMFH,52.0,Medium Risk
9578-FOMUK,27.0,Low Risk
4712-UYOOI,12.0,Low Risk
8824-RWFXJ,56.00000000000001,Medium Risk
7722-CVFXN,1.0,Low Risk
8717-VCTXJ,3.0,Low Risk
7363-QTBIW,73.0,High Risk
4159-NAAIX,0.0,Low Risk
0971-QIFJK,0.0,Low Risk
9397-TZSHA,0.0,Low Risk
3391-JSQEW,4.0,Low Risk
0343-QLUZP,0.0,Low Risk
9763-PDTKK,73.0,High Risk
2176-LVPNX,0.0,Low Risk
7627-JKIAZ,52.0,Medium Risk
3312-UUMZW,43.0,Medium Risk
1271-UODNO,2.0,Low Risk
8461-EFQYM,8.0,Low Risk
6900-RBKER,1.0,Low Risk
6891-JPYFF,1.0,Low Risk
1459-QNFQT,0.0,Low Risk
1047-NNCBF,23.0,Low Risk
3696-XRIEN,1.0,Low Risk
4081-DYXAV,44.0,Medium Risk
0074-HDKDG,3.0,Low Risk
8791-GFXLZ,17.0,Low Risk
8111-SLLHI,98.0,High Risk
0927-LCSMG,47.0,Medium Risk
9330-DHBFL,3.0,Low Risk
0098-BOWSO,12.0,Low Risk
3452-ABWRL,9.0,Low Risk
5859-HZYLF,1.0,Low Risk
8257-RZAHR,22.0,Low Risk
5293-WXJAK,99.0,High Risk
3156-QLHBO,8.0,Low Risk
2208-NQBCT,12.0,Low Risk
1779-PWPMG,0.0,Low Risk
6621-NRZAK,0.0,Low Risk
0831-JNISG,1.0,Low Risk
0774-IFUVM,18.0,Low Risk
3082-WQRVY,6.0,Low Risk
9553-DLCLU,1.0,Low Risk
1641-BYBTK,11.0,Low Risk
2460-NGXBJ,64.0,High Risk
2446-ZKVAF,14.000000000000002,Low Risk
0841-NULXI,90.0,High Risk
3522-CDKHF,26.0,Low Risk
1430-SFQSA,3.0,Low Risk
0411-EZJZE,59.0,Medium Risk
7851-WZEKY,92.0,High Risk
8844-TONUD,97.0,High Risk
8807-ARQET,7.000000000000001,Low Risk
8992-CEUEN,31.0,Medium Risk
4320-QMLLA,25.0,Low Risk
8777-PVYGU,1.0,Low Risk
8292-ITGYJ,3.0,Low Risk
6870-ZWMNX,0.0,Low Risk
0621-CXBKL,6.0,Low Risk
5268-DSMNQ,0.0,Low Risk
5334-JLAXU,52.0,Medium Risk
4086-YQSNZ,84.0,High Risk
6242-MBHPK,4.0,Low Risk
5868-CZJDR,52.0,Medium Risk
9359-UGBTK,0.0,Low Risk
0135-NMXAP,98.0,High Risk
4782-OSFXZ,0.0,Low Risk
6479-OAUSD,1.0,Low Risk
7129-ACFOG,31.0,Medium Risk
4189-NAKJS,6.0,Low Risk
5562-BETPV,11.0,Low Risk
1282-IHQAC,1.0,Low Risk
9127-FHJBZ,0.0,Low Risk
6270-OMFIW,98.0,High Risk
1641-RQDAY,4.0,Low Risk
0107-WESLM,48.0,Medium Risk
6994-ORCWG,6.0,Low Risk
1346-UFHAX,33.0,Medium Risk
3992-YWPKO,84.0,High Risk
2933-XEUJM,0.0,Low Risk
0125-LZQXK,98.0,High Risk
5461-QKNTN,1.0,Low Risk
4835-YSJMR,1.0,Low Risk
8399-YNDCH,86.0,High Risk
3164-YAXFY,1.0,Low Risk
0887-WBJVH,65.0,High Risk
4660-IRIBM,12.0,Low Risk
5673-FSSMF,79.0,High Risk
7670-ZBPOQ,2.0,Low Risk
8089-UZWLX,0.0,Low Risk
0080-OROZO,1.0,Low Risk
3916-NRPAP,61.0,High Risk
6807-SIWJI,1.0,Low Risk
8221-HVAYI,1.0,Low Risk
1579-KLYDT,76.0,High Risk
5232-NXPAY,0.0,Low Risk
8967-SZQAS,8.0,Low Risk
4468-KAZHE,78.0,High Risk
0455-ENTCR,1.0,Low Risk
8944-AILEF,10.0,Low Risk
5542-NKVRU,2.0,Low Risk
7126-RBHSD,44.0,Medium Risk
5370-IIVVL,1.0,Low Risk
6789-HJBWG,21.0,Low Risk
3927-NLNRY,97.0,High Risk
9087-EYCPR,1.0,Low Risk
6791-YBNAK,17.0,Low Risk
6358-LYNGM,81.0,High Risk
6077-BDPXA,71.0,High Risk
0013-MHZWF,20.0,Low Risk
5494-HECPR,94.0,High Risk
8268-YDIXR,0.0,Low Risk
9824-BEMCV,56.00000000000001,Medium Risk
1373-ORVIZ,46.0,Medium Risk
4291-SHSBH,53.0,Medium Risk
6980-IMXXE,0.0,Low Risk
9866-QEVEE,57.99999999999999,Medium Risk
9897-KXHCM,54.0,Medium Risk
0040-HALCW,4.0,Low Risk
0784-GTUUK,2.0,Low Risk
7979-CORPM,98.0,High Risk
2294-DMMUS,2.0,Low Risk
0872-JCPIB,15.0,Low Risk
3055-MJDSB,53.0,Medium Risk
9091-WTUUY,0.0,Low Risk
1618-CFHME,77.0,High Risk
3165-HDOEW,77.0,High Risk
6581-NQCBA,96.0,High Risk
7115-IRDHS,0.0,Low Risk
8496-DMZUK,43.0,Medium Risk
2040-VZIKE,1.0,Low Risk
9068-VPWQQ,0.0,Low Risk
0178-SZBHO,2.0,Low Risk
0384-RVBPI,4.0,Low Risk
1689-MRZQR,60.0,Medium Risk
1299-AURJA,0.0,Low Risk
4525-VZCZG,1.0,Low Risk
1543-LLLFT,0.0,Low Risk
5835-BEQEU,83.0,High Risk
2788-CJQAQ,2.0,Low Risk
5565-FILXA,61.0,High Risk
0319-QZTCO,41.0,Medium Risk
2120-SMPEX,3.0,Low Risk
0096-FCPUF,1.0,Low Risk
0668-OGMHD,25.0,Low Risk
5552-ZNFSJ,68.0,High Risk
2223-KAGMX,20.0,Low Risk
6507-ZJSUR,8.0,Low Risk
9408-HRXRK,1.0,Low Risk
5593-SUAOO,5.0,Low Risk
7321-PKUYW,63.0,High Risk
2833-SLKDQ,63.0,High Risk
6766-HFKLA,0.0,Low Risk
7595-EUIVN,74.0,High Risk
7617-EYGLW,20.0,Low Risk
2026-TGDHM,74.0,High Risk
9220-ZNKJI,1.0,Low Risk
4030-VPZBD,81.0,High Risk
2226-ICFDO,1.0,Low Risk
0723-VSOBE,8.0,Low Risk
5529-GIBVH,1.0,Low Risk
4187-CINZD,98.0,High Risk
9992-UJOEL,52.0,Medium Risk
4741-WWJQZ,66.0,High Risk
6625-UTXEW,23.0,Low Risk
6818-WOBHJ,93.0,High Risk
6244-BESBM,20.0,Low Risk
1004-NOZNR,1.0,Low Risk
1251-STYSZ,44.0,Medium Risk
2612-PHGOX,0.0,Low Risk
2408-TZMJL,99.0,High Risk
8480-PPONV,0.0,Low Risk
8780-IHCRN,0.0,Low Risk
4598-ZADCK,1.0,Low Risk
1257-SXUXQ,19.0,Low Risk
9681-KYGYB,1.0,Low Risk
7182-OVLBJ,0.0,Low Risk
5095-ETBRJ,1.0,Low Risk
7005-CYUIL,0.0,Low Risk
4821-WQOYN,0.0,Low Risk
4730-AWNAU,1.0,Low Risk
3452-FLHYD,4.0,Low Risk
2388-LAESQ,0.0,Low Risk
9531-NSBMR,4.0,Low Risk
6260-ONULR,52.0,Medium Risk
4389-UEFCZ,0.0,Low Risk
8711-LOBKY,3.0,Low Risk
9134-CEQMF,99.0,High Risk
8985-OOPOS,28.000000000000004,Low Risk
8800-ZKRFW,2.0,Low Risk
2616-FLVQC,1.0,Low Risk
9968-FFVVH,0.0,Low Risk
3108-PCCGG,0.0,Low Risk
7993-PYKOF,55.00000000000001,Medium Risk
8390-FESFV,0.0,Low Risk
3022-BEXHZ,0.0,Low Risk
5027-XWQHA,49.0,Medium Risk
6248-TKCQV,0.0,Low Risk
6729-GDNGC,25.0,Low Risk
6198-ZFIOJ,76.0,High Risk
5989-OMNJE,2.0,Low Risk
4566-QVRRW,47.0,Medium Risk
1291-CUOCY,0.0,Low Risk
9795-SHUHB,45.0,Medium Risk
3230-IUALN,0.0,Low Risk
0042-RLHYP,0.0,Low Risk
8519-IMDHU,75.0,High Risk
4945-RVMTE,4.0,Low Risk
0201-OAMXR,96.0,High Risk
1866-NXPSP,1.0,Low Risk
3372-KWFBM,73.0,High Risk
7831-QGOXH,72.0,High Risk
6393-WRYZE,98.0,High Risk
3941-XTSKM,2.0,Low Risk
1661-CZBAU,2.0,Low Risk
6599-RCLCJ,86.0,High Risk
9831-BPFRI,61.0,High Risk
5158-RIVOP,1.0,Low Risk
9788-YTFGE,22.0,Low Risk
9277-JOOMO,25.0,Low Risk
1907-YLNYW,13.0,Low Risk
1725-MIMXW,45.0,Medium Risk
8947-YRTDV,0.0,Low Risk
3161-ONRWK,0.0,Low Risk
0114-RSRRW,37.0,Medium Risk
4565-NLZBV,0.0,Low Risk
0031-PVLZI,24.0,Low Risk
7206-GZCDC,93.0,High Risk
6682-VCIXC,1.0,Low Risk
4791-QRGMF,95.0,High Risk
6475-VHUIZ,10.0,Low Risk
3910-MRQOY,0.0,Low Risk
0661-WCQNQ,6.0,Low Risk
7537-RBWEA,57.99999999999999,Medium Risk
4656-CAURT,0.0,Low Risk
0121-SNYRK,1.0,Low Risk
1768-ZAIFU,90.0,High Risk
4671-LXRDQ,56.00000000000001,Medium Risk
3733-LSYCE,28.000000000000004,Low Risk
6265-FRMTQ,1.0,Low Risk
1934-SJVJK,52.0,Medium Risk
3838-OZURD,99.0,High Risk
1371-DWPAZ,2.0,Low Risk
9269-CQOOL,63.0,High Risk
2017-CCBLH,2.0,Low Risk
7690-KPNCU,0.0,Low Risk
0536-BGFMZ,3.0,Low Risk
2293-IJWPS,1.0,Low Risk
2845-HSJCY,98.0,High Risk
5469-NUJUR,2.0,Low Risk
1184-PJVDB,76.0,High Risk
2625-TRCZQ,7.000000000000001,Low Risk
4102-HLENU,0.0,Low Risk
7266-GSSJX,25.0,Low Risk
7722-VJRQD,0.0,Low Risk
7073-QETQY,4.0,Low Risk
9415-DPEWS,61.0,High Risk
5624-RYAMH,41.0,Medium Risk
0196-JTUQI,65.0,High Risk
7130-YXBRO,0.0,Low Risk
9272-LSVYH,39.0,Medium Risk
7943-RQCHR,81.0,High Risk
3793-MMFUH,68.0,High Risk
3249-ZPQRG,63.0,High Risk
2568-BRGYX,67.0,High Risk
3084-DOWLE,0.0,Low Risk
1084-MNSMJ,0.0,Low Risk
7721-JXEAW,83.0,High Risk
7249-WBIYX,85.0,High Risk
4238-HFHSN,13.0,Low Risk
6250-CGGUN,10.0,Low Risk
5478-JJVZK,2.0,Low Risk
7596-IIWYC,1.0,Low Risk
6567-HOOPW,96.0,High Risk
9793-WECQC,2.0,Low Risk
4291-HPAXL,31.0,Medium Risk
8999-YPYBV,0.0,Low Risk
1839-FBNFR,2.0,Low Risk
3164-AALRN,49.0,Medium Risk
3071-MVJCD,0.0,Low Risk
1697-BCSHV,1.0,Low Risk
0562-KBDVM,0.0,Low Risk
1131-SUEKT,0.0,Low Risk
3717-OEAUQ,52.0,Medium Risk
4538-WNTMJ,3.0,Low Risk
3334-CTHOL,65.0,High Risk
4704-ERYFC,50.0,Medium Risk
9432-RUVSL,0.0,Low Risk
8060-HIWJJ,0.0,Low Risk
7684-XSZIY,1.0,Low Risk
9089-UOWJG,18.0,Low Risk
8621-MNIHH,88.0,High Risk
8039-ACLPL,0.0,Low Risk
9885-AIBVB,18.0,Low Risk
1934-MKPXS,1.0,Low Risk
2592-YKDIF,47.0,Medium Risk
2272-JKMSI,0.0,Low Risk
0471-LVHGK,95.0,High Risk
9518-RWHZL,97.0,High Risk
8714-CTZJW,80.0,High Risk
3569-EDBPQ,34.0,Medium Risk
3131-NWVFJ,3.0,Low Risk
7521-YXVZY,20.0,Low Risk
5419-CONWX,81.0,High Risk
6240-EURKS,49.0,Medium Risk
2373-NTKOD,25.0,Low Risk
1970-KKFWL,3.0,Low Risk
6960-HVYXR,94.0,High Risk
9337-SRRNI,1.0,Low Risk
0895-UADGO,2.0,Low Risk
5678-VFNEQ,0.0,Low Risk
5977-CKHON,31.0,Medium Risk
7024-OHCCK,93.0,High Risk
2692-BUCFV,2.0,Low Risk
7861-UVUFT,99.0,High Risk
1830-GGFNM,0.0,Low Risk
5302-BDJNT,3.0,Low Risk
5223-UZAVK,0.0,Low Risk
4859-ZSRDZ,0.0,Low Risk
5651-WYIPH,25.0,Low Risk
9350-VLHMB,1.0,Low Risk
3498-LZGQZ,1.0,Low Risk
8785-CJSHH,1.0,Low Risk
5357-TZHPP,80.0,High Risk
3870-SPZSI,0.0,Low Risk
0680-DFNNY,54.0,Medium Risk
7560-QRBXH,2.0,Low Risk
7077-XJMET,27.0,Low Risk
8752-GHJFU,0.0,Low Risk
6896-SRVYQ,21.0,Low Risk
7767-UXAGJ,62.0,High Risk
4652-ODEVH,1.0,Low Risk
6510-UPNKS,6.0,Low Risk
6718-BDGHG,6.0,Low Risk
9046-DQMTP,7.000000000000001,Low Risk
6439-LAJXL,7.000000000000001,Low Risk
1571-SAVHK,99.0,High Risk
9052-VKDUW,0.0,Low Risk
9546-CQJSU,91.0,High Risk
1666-JZPZT,7.000000000000001,Low Risk
5777-KJIRB,2.0,Low Risk
0506-LVNGN,73.0,High Risk
7677-SJJJK,7.000000000000001,Low Risk
2480-EJWYP,1.0,Low Risk
3253-HKOKL,31.0,Medium Risk
7055-HNEOJ,69.0,High Risk
5514-YQENT,0.0,Low Risk
3211-AAPKX,18.0,Low Risk
8445-DNBAE,64.0,High Risk
2951-QOQTK,82.0,High Risk
2958-NHPPS,7.000000000000001,Low Risk
6806-YDEUL,30.0,Medium Risk
1735-XMJVH,30.0,Medium Risk
6890-PFRQX,68.0,High Risk
0222-CNVPT,3.0,Low Risk
5899-OUVKV,2.0,Low Risk
8681-ICONS,12.0,Low Risk
1621-YNCJH,9.0,Low Risk
3473-XIIIT,99.0,High Risk
6362-QHAFM,1.0,Low Risk
